account_id,initial_risk_category,kyc_documentation_completeness,onboarding_channel,onboarding_device_id,opened_at
A01329,normal_risk_cdd,0.9320857576122826,app,DEV001329,2025-08-19
A01330,normal_risk_cdd,0.8002898713561991,app,DEV001330,2024-12-23
A01331,normal_risk_cdd,0.7999596278483392,app,DEV001331,2021-12-09
A01332,normal_risk_cdd,0.9470498600372372,app,DEV001332,2025-06-19
A01333,higher_risk_edd,1.0,app,DEV001333,2023-08-02
A01334,higher_risk_edd,0.9666932719171186,app,DEV001334,2025-03-08
A01335,normal_risk_cdd,0.9108920439845056,app,DEV001335,2024-05-01
A01336,normal_risk_cdd,0.826915777579488,app,DEV001336,2023-09-13
A01337,normal_risk_cdd,0.8493305897824888,app,DEV001337,2025-11-04
A01338,normal_risk_cdd,0.7970700486028944,branch,DEV001338,2024-12-13
A01339,normal_risk_cdd,0.9223251959440208,partner_institution,DEV001339,2023-07-24
A01340,lower_risk_sdd,0.5945269335066118,app,DEV001340,2025-11-11
A01341,normal_risk_cdd,0.9688125075950282,app,DEV001341,2023-12-06
A01342,normal_risk_cdd,0.824733266534414,app,DEV001342,2023-06-29
A01343,normal_risk_cdd,0.8516406851213068,app,DEV001343,2025-01-20
A01344,higher_risk_edd,1.0,app,DEV001344,2025-04-08
A01345,normal_risk_cdd,0.8519091536951665,app,DEV001345,2023-12-13
A01346,normal_risk_cdd,0.8261673348571752,branch,DEV001346,2023-01-11
A01347,normal_risk_cdd,0.8475981241753222,app,DEV001347,2025-11-14
A01348,normal_risk_cdd,0.9215054682846068,app,DEV001348,2024-07-24
A01349,lower_risk_sdd,0.5969718222290635,app,DEV001349,2021-11-24
A01350,normal_risk_cdd,0.8399010394181388,app,DEV001350,2024-07-27
A01351,normal_risk_cdd,0.8508229381869981,app,DEV001351,2024-08-01
A01352,normal_risk_cdd,0.9191668156422124,branch,DEV001352,2022-12-14
A01353,normal_risk_cdd,0.8420123700902851,app,DEV001353,2023-12-28
A01354,normal_risk_cdd,0.9946639275594976,app,DEV001354,2024-05-06
A01355,lower_risk_sdd,0.6374769137827924,app,MULE_DEV_1,2022-10-06
A01356,normal_risk_cdd,0.8309853089275776,branch,DEV001356,2025-10-18
A01357,normal_risk_cdd,0.8363174302705815,app,DEV001357,2023-01-20
A01358,normal_risk_cdd,0.7446686857073591,app,DEV001358,2024-05-22
A01359,normal_risk_cdd,0.7670618522593052,app,DEV001359,2022-05-06
A01360,normal_risk_cdd,0.8075466488208726,app,DEV001360,2023-01-02
A01361,normal_risk_cdd,0.9408663879080104,app,DEV001361,2022-02-18
A01362,normal_risk_cdd,0.8473499152510392,app,DEV001362,2025-05-27
A01363,lower_risk_sdd,0.6112284648307434,app,DEV001363,2025-02-27
A01364,normal_risk_cdd,0.9481227796485276,app,DEV001364,2022-04-15
A01365,normal_risk_cdd,0.9740941706313808,branch,DEV001365,2024-05-08
A01366,normal_risk_cdd,0.9504305968726208,app,DEV001366,2022-08-22
A01367,lower_risk_sdd,0.5817528002211874,branch,DEV001367,2023-02-27
A01368,normal_risk_cdd,0.8103801103845075,app,DEV001368,2023-11-29
A01369,normal_risk_cdd,0.9950988856251776,app,DEV001369,2025-09-27
A01370,lower_risk_sdd,0.6692911753600018,app,NEARMISS_DEV_3,2025-08-16
A01371,higher_risk_edd,0.9285898348083136,app,DEV001371,2023-01-14
A01372,normal_risk_cdd,0.9074678369064668,app,DEV001372,2025-07-12
A01373,normal_risk_cdd,0.930583925388649,app,DEV001373,2025-11-25
A01374,higher_risk_edd,0.9042840343257388,partner_institution,DEV001374,2025-01-14
A01375,lower_risk_sdd,0.6675551966895945,branch,DEV001375,2022-03-30
A01376,normal_risk_cdd,0.9241248055373646,app,DEV001376,2023-05-27
A01377,normal_risk_cdd,0.7571770283232118,app,DEV001377,2023-01-12
A01378,normal_risk_cdd,0.8509876365940912,app,DEV001378,2023-04-19
A01379,normal_risk_cdd,0.7608488277559428,app,DEV001379,2023-08-24
A01380,normal_risk_cdd,0.7713135602458551,app,DEV001380,2024-11-21
A01381,lower_risk_sdd,0.6049519938015757,app,DEV001381,2024-03-12
A01382,normal_risk_cdd,0.8881695630303577,app,DEV001382,2023-09-24
A01383,higher_risk_edd,0.9242381897089492,app,DEV001383,2021-12-11
A01384,higher_risk_edd,0.8981265500025275,app,DEV001384,2022-04-21
A01385,lower_risk_sdd,0.6541243650659968,partner_institution,DEV001385,2022-12-16
A01386,normal_risk_cdd,0.7582429817386857,app,DEV001386,2022-08-25
A01387,normal_risk_cdd,0.8843042574267128,app,DEV001387,2022-09-03
A01388,higher_risk_edd,1.0,app,DEV001388,2023-03-27
A01389,lower_risk_sdd,0.6436636767209591,app,DEV001389,2022-08-07
A01390,higher_risk_edd,0.9337880805359832,app,DEV001390,2025-08-17
A01391,normal_risk_cdd,0.8798752282572455,app,DEV001391,2025-10-31
A01392,lower_risk_sdd,0.4877224464934764,branch,DEV001392,2024-02-18
A01393,lower_risk_sdd,0.6929453965278294,app,DEV001393,2025-09-13
A01394,normal_risk_cdd,1.0,app,DEV001394,2024-07-22
A01395,normal_risk_cdd,0.8401859023108224,app,DEV001395,2025-02-14
A01396,normal_risk_cdd,0.8404699973026936,branch,DEV001396,2022-01-25
A01397,higher_risk_edd,1.0,app,DEV001397,2023-04-14
A01398,normal_risk_cdd,0.9816266134558368,app,DEV001398,2025-10-02
A01399,normal_risk_cdd,0.9279974275547308,partner_institution,DEV001399,2023-05-30
A01400,normal_risk_cdd,0.6775514497133159,app,DEV001400,2022-12-22
A01401,lower_risk_sdd,0.6950719070130198,app,DEV001401,2024-08-12
A01402,higher_risk_edd,1.0,app,DEV001402,2022-05-15
A01403,normal_risk_cdd,0.8997952837407572,app,DEV001403,2022-01-02
A01404,normal_risk_cdd,0.75763184693826,partner_institution,DEV001404,2021-12-22
A01405,normal_risk_cdd,0.8725463699534891,app,DEV001405,2025-07-19
A01406,higher_risk_edd,0.8475450198927146,app,DEV001406,2024-02-11
A01407,lower_risk_sdd,0.7486242951415087,app,DEV001407,2022-10-18
A01408,normal_risk_cdd,0.7735293929577659,app,DEV001408,2024-02-21
A01409,normal_risk_cdd,0.8559394907753618,app,DEV001409,2023-12-27
A01410,normal_risk_cdd,0.7813775998406521,branch,DEV001410,2024-08-07
A01411,higher_risk_edd,0.9062841553961608,app,DEV001411,2024-03-27
A01412,normal_risk_cdd,0.9688920516688396,branch,DEV001412,2023-02-16
A01413,higher_risk_edd,0.9582765731914956,app,DEV001413,2025-10-26
A01414,lower_risk_sdd,0.6052638021019424,app,DEV001414,2022-09-14
A01415,normal_risk_cdd,0.7583817623290622,app,DEV001415,2022-12-29
A01416,normal_risk_cdd,0.700263881088045,app,DEV001416,2025-05-13
A01417,normal_risk_cdd,0.7498975493181851,app,DEV001417,2022-10-25
A01418,normal_risk_cdd,0.8589567393155502,app,DEV001418,2023-10-28
A01419,higher_risk_edd,1.0,app,DEV001419,2024-08-21
A01420,normal_risk_cdd,0.8051718806062239,app,DEV001420,2024-02-02
A01421,normal_risk_cdd,0.9756434880575212,app,DEV001421,2023-11-04
A01422,normal_risk_cdd,0.7925999662217418,app,DEV001422,2025-01-27
A01423,normal_risk_cdd,0.8309590621696097,app,DEV001423,2023-06-25
A01424,normal_risk_cdd,0.7636338623730198,app,DEV001424,2023-05-23
A01425,normal_risk_cdd,0.9292609387654284,app,DEV001425,2024-06-10
A01426,lower_risk_sdd,0.8178008491235654,app,DEV001426,2024-01-26
A01427,lower_risk_sdd,0.5090546431251042,branch,DEV001427,2023-06-12
A01428,normal_risk_cdd,0.8223070345092242,branch,DEV001428,2023-11-23
A01429,normal_risk_cdd,0.9511823877640028,app,DEV001429,2024-03-04
A01430,higher_risk_edd,0.8342443582859519,app,DEV001430,2022-01-27
A01431,normal_risk_cdd,0.8953347125576869,branch,DEV001431,2022-05-22
A01432,lower_risk_sdd,0.7477177760166057,app,DEV001432,2024-05-23
A01433,normal_risk_cdd,0.856258305148547,app,DEV001433,2023-01-11
A01434,normal_risk_cdd,0.8940210456752106,app,DEV001434,2022-08-30
A01435,higher_risk_edd,1.0,app,DEV001435,2025-06-23
A01436,normal_risk_cdd,1.0,app,DEV001436,2023-07-17
A01437,normal_risk_cdd,0.8450426229572413,app,DEV001437,2022-09-14
A01438,higher_risk_edd,0.9074097720560612,app,DEV001438,2025-09-09
A01439,higher_risk_edd,0.8764015911141042,branch,DEV001439,2024-07-24
A01440,normal_risk_cdd,0.928157132034297,app,DEV001440,2022-09-17
A01441,lower_risk_sdd,0.5402579553767226,app,DEV001441,2022-02-26
A01442,normal_risk_cdd,0.8297940769607038,app,DEV001442,2021-12-05
A01443,lower_risk_sdd,0.6582151816763573,app,DEV001443,2023-06-30
A01444,normal_risk_cdd,0.8097597989824996,app,DEV001444,2025-10-01
A01445,normal_risk_cdd,0.8723856212015298,partner_institution,DEV001445,2025-10-23
A01446,higher_risk_edd,1.0,app,DEV001446,2022-08-28
A01447,normal_risk_cdd,0.8402721127722765,app,DEV001447,2022-12-19
A01448,normal_risk_cdd,0.8151675498058089,branch,DEV001448,2025-02-21
A01449,normal_risk_cdd,0.9312265459505482,app,DEV001449,2025-05-24
A01450,normal_risk_cdd,0.8691666915316417,app,DEV001450,2025-05-02
A01451,normal_risk_cdd,0.96514686169691,app,DEV001451,2022-05-23
A01452,normal_risk_cdd,0.8631750095855775,app,DEV001452,2022-11-04
A01453,higher_risk_edd,0.9301261433623172,app,DEV001453,2022-02-07
A01454,normal_risk_cdd,0.7073020089524356,app,DEV001454,2025-06-18
A01455,lower_risk_sdd,0.5204212244950608,app,DEV001455,2023-02-14
A01456,normal_risk_cdd,0.7031441047658318,app,DEV001456,2022-03-16
A01457,normal_risk_cdd,0.8803471333027392,app,DEV001457,2023-10-11
A01458,higher_risk_edd,0.8410200416106032,branch,DEV001458,2022-10-22
A01459,normal_risk_cdd,0.9504461892735506,partner_institution,DEV001459,2023-07-01
A01460,normal_risk_cdd,0.8524197251884763,app,DEV001460,2025-11-22
A01461,normal_risk_cdd,0.8304650464718665,branch,DEV001461,2024-03-12
A01462,normal_risk_cdd,0.782491593983653,branch,DEV001462,2024-11-13
A01463,normal_risk_cdd,0.8997806998616165,app,DEV001463,2025-08-02
A01464,normal_risk_cdd,0.785640174436607,app,DEV001464,2023-07-11
A01465,normal_risk_cdd,0.7711697596744095,app,DEV001465,2022-03-08
A01466,normal_risk_cdd,0.945067993648428,app,DEV001466,2025-09-14
A01467,normal_risk_cdd,0.8783696928620018,app,DEV001467,2024-08-06
A01468,normal_risk_cdd,0.8312056457401382,app,DEV001468,2023-03-24
A01469,normal_risk_cdd,0.9013146387786972,app,DEV001469,2024-08-30
A01470,higher_risk_edd,0.9507145498488558,app,DEV001470,2025-06-14
A01471,normal_risk_cdd,0.8806410520361346,app,DEV001471,2025-02-24
A01472,lower_risk_sdd,0.5846521678099637,branch,DEV001472,2025-10-27
A01473,normal_risk_cdd,1.0,partner_institution,DEV001473,2021-12-05
A01474,normal_risk_cdd,0.803630402585902,app,DEV001474,2023-12-11
A01475,normal_risk_cdd,0.9744813061559982,app,DEV001475,2022-02-16
A01476,normal_risk_cdd,0.8348904920556418,app,DEV001476,2023-03-01
A01477,higher_risk_edd,1.0,app,DEV001477,2024-07-07
A01478,normal_risk_cdd,0.9087378799220908,app,DEV001478,2022-02-16
A01479,normal_risk_cdd,0.9417481404120036,app,DEV001479,2024-11-15
A01480,normal_risk_cdd,0.7827501034268683,branch,DEV001480,2025-03-12
A01481,lower_risk_sdd,0.736050832102309,app,DEV001481,2022-09-06
A01482,normal_risk_cdd,0.9977151880729151,app,DEV001482,2023-09-11
A01483,normal_risk_cdd,0.8293045616606514,app,DEV001483,2024-03-21
A01484,normal_risk_cdd,0.8527764853713697,app,DEV001484,2023-07-22
A01485,lower_risk_sdd,0.6081242686015876,app,NEARMISS_DEV_1,2022-01-10
A01486,higher_risk_edd,0.922285099825192,app,DEV001486,2024-10-17
A01487,normal_risk_cdd,0.9869138239145993,app,DEV001487,2022-04-18
A01488,normal_risk_cdd,0.7696612379095836,branch,DEV001488,2022-04-04
A01489,normal_risk_cdd,0.7746304942519382,app,DEV001489,2022-11-12
A01490,lower_risk_sdd,0.7788720749131501,app,DEV001490,2025-04-15
A01491,normal_risk_cdd,0.8999638740710689,partner_institution,DEV001491,2025-07-23
A01492,normal_risk_cdd,1.0,app,DEV001492,2025-06-09
A01493,normal_risk_cdd,0.8139649089739317,app,DEV001493,2023-02-04
A01494,normal_risk_cdd,0.8601024909790055,app,DEV001494,2024-04-24
A01495,normal_risk_cdd,0.7971458444982557,app,DEV001495,2021-12-12
A01496,normal_risk_cdd,0.8614640934918156,app,DEV001496,2025-11-23
A01497,normal_risk_cdd,0.7080722642172557,app,DEV001497,2024-06-02
A01498,normal_risk_cdd,0.9047963645324006,app,DEV001498,2024-11-09
A01499,normal_risk_cdd,0.875877926679387,app,DEV001499,2022-05-17
A01500,normal_risk_cdd,0.8453956270027264,app,DEV001500,2025-06-07
A01501,higher_risk_edd,0.9187708540320269,app,DEV001501,2024-04-12
A01502,normal_risk_cdd,0.778419681010552,branch,DEV001502,2022-06-07
A01503,normal_risk_cdd,0.9082170329626208,app,DEV001503,2022-01-05
A01504,normal_risk_cdd,0.7563128011437275,app,DEV001504,2022-03-26
A01505,normal_risk_cdd,0.8909516729639394,app,DEV001505,2023-04-17
A01506,normal_risk_cdd,1.0,app,DEV001506,2025-04-07
A01507,normal_risk_cdd,0.9688417190915438,app,DEV001507,2025-07-14
A01508,normal_risk_cdd,0.7295897645863477,app,DEV001508,2024-04-07
A01509,normal_risk_cdd,0.8070609551725357,app,DEV001509,2023-12-29
A01510,lower_risk_sdd,0.683716059244427,app,DEV001510,2023-11-08
A01511,normal_risk_cdd,0.8443774462388519,app,DEV001511,2025-09-20
A01512,normal_risk_cdd,0.7380475425374062,branch,DEV001512,2023-03-16
A01513,normal_risk_cdd,0.8808252761178793,app,DEV001513,2024-05-01
A01514,normal_risk_cdd,0.849198648390696,app,DEV001514,2025-06-26
A01515,normal_risk_cdd,1.0,partner_institution,DEV001515,2022-03-28
A01516,lower_risk_sdd,0.6297417037906042,app,DEV001516,2024-06-26
A01517,higher_risk_edd,1.0,app,DEV001517,2024-12-26
A01518,normal_risk_cdd,0.7486329277496019,app,DEV001518,2023-12-10
A01519,normal_risk_cdd,0.7677592561682793,app,DEV001519,2022-02-04
A01520,normal_risk_cdd,0.9077329567847592,app,DEV001520,2022-08-08
A01521,normal_risk_cdd,0.93669846244859,app,DEV001521,2025-07-09
A01522,normal_risk_cdd,0.7734085819140486,app,DEV001522,2023-02-27
A01523,normal_risk_cdd,0.8519261925187129,app,DEV001523,2023-03-31
A01524,normal_risk_cdd,0.7394736661176737,app,DEV001524,2022-05-10
A01525,normal_risk_cdd,0.8355024138955617,app,DEV001525,2022-01-13
A01526,normal_risk_cdd,0.91695382284993,branch,DEV001526,2022-12-02
A01527,normal_risk_cdd,0.8152033200691083,partner_institution,DEV001527,2023-04-16
A01528,lower_risk_sdd,0.6300772235244958,app,DEV001528,2024-07-01
A01529,normal_risk_cdd,0.7596163681363158,app,DEV001529,2022-04-21
A01530,normal_risk_cdd,0.7981313269100059,app,DEV001530,2022-02-15
A01531,lower_risk_sdd,0.7906488732971471,app,DEV001531,2021-12-07
A01532,normal_risk_cdd,0.8558339913373706,app,DEV001532,2022-01-29
A01533,normal_risk_cdd,0.7698153786679521,app,DEV001533,2023-05-04
A01534,lower_risk_sdd,0.6248182440065607,app,DEV001534,2022-01-27
A01535,normal_risk_cdd,0.722205790306675,app,DEV001535,2022-10-10
A01536,normal_risk_cdd,0.768867224628783,app,DEV001536,2024-12-14
A01537,normal_risk_cdd,0.9588271791237164,branch,DEV001537,2025-10-16
A01538,normal_risk_cdd,0.8386014060490715,app,DEV001538,2021-12-22
A01539,normal_risk_cdd,1.0,app,DEV001539,2024-03-14
A01540,normal_risk_cdd,0.8423721729203155,app,DEV001540,2022-05-28
A01541,normal_risk_cdd,0.8471217043046803,app,DEV001541,2024-10-05
A01542,normal_risk_cdd,0.90127153268337,app,DEV001542,2024-06-20
A01543,normal_risk_cdd,0.6361929934224478,app,DEV001543,2022-08-09
A01544,normal_risk_cdd,0.866395145892286,app,DEV001544,2023-10-22
A01545,normal_risk_cdd,0.8460810809551238,app,DEV001545,2023-03-12
A01546,normal_risk_cdd,0.9688831114812118,app,DEV001546,2024-08-19
A01547,normal_risk_cdd,0.9271743515330894,partner_institution,DEV001547,2023-06-13
A01548,normal_risk_cdd,0.7593046651562559,app,DEV001548,2023-12-18
A01549,normal_risk_cdd,0.9493710894902064,app,DEV001549,2022-03-04
A01550,lower_risk_sdd,0.6290148379535204,app,DEV001550,2023-12-10
A01551,normal_risk_cdd,0.7776437418963164,app,DEV001551,2025-07-25
A01552,normal_risk_cdd,0.8657682600696962,app,DEV001552,2022-12-16
A01553,normal_risk_cdd,0.8337784515468946,app,DEV001553,2022-01-30
A01554,normal_risk_cdd,0.973077225122282,app,DEV001554,2022-05-15
A01555,normal_risk_cdd,0.8772497622792967,branch,DEV001555,2025-07-07
A01556,higher_risk_edd,0.9664527136708804,app,DEV001556,2021-11-26
A01557,normal_risk_cdd,0.9220517666284352,app,DEV001557,2024-07-10
A01558,normal_risk_cdd,0.937429729447417,app,DEV001558,2022-07-26
A01559,normal_risk_cdd,0.912688407543784,app,DEV001559,2023-05-21
A01560,higher_risk_edd,1.0,app,DEV001560,2022-01-02
A01561,normal_risk_cdd,0.8986945930331031,app,DEV001561,2024-07-19
A01562,normal_risk_cdd,0.8634121171781362,app,DEV001562,2023-06-23
A01563,higher_risk_edd,1.0,app,DEV001563,2023-03-05
A01564,normal_risk_cdd,0.8427283087934289,app,DEV001564,2025-04-19
A01565,normal_risk_cdd,0.852659721307573,branch,DEV001565,2022-10-20
A01566,lower_risk_sdd,0.7877261533837532,app,DEV001566,2025-05-06
A01567,lower_risk_sdd,0.7797539302364185,app,DEV001567,2022-08-03
A01568,normal_risk_cdd,0.8493459354461341,app,DEV001568,2025-05-31
A01569,normal_risk_cdd,0.8137158738155507,app,DEV001569,2025-03-14
A01570,normal_risk_cdd,0.96705388001668,branch,DEV001570,2023-12-06
A01571,normal_risk_cdd,0.9140334686332172,partner_institution,DEV001571,2025-03-10
A01572,normal_risk_cdd,0.875246500335789,branch,DEV001572,2025-08-12
A01573,normal_risk_cdd,0.8242501831848044,branch,DEV001573,2025-09-17
A01574,lower_risk_sdd,0.6765357262971675,app,DEV001574,2024-10-08
A01575,normal_risk_cdd,0.8482633232089838,app,DEV001575,2023-12-12
A01576,normal_risk_cdd,0.7968529456341603,app,DEV001576,2025-09-29
A01577,normal_risk_cdd,0.8603233862869788,app,DEV001577,2025-05-14
A01578,higher_risk_edd,0.9712339236511686,app,DEV001578,2023-06-17
A01579,normal_risk_cdd,0.8199683946463815,app,DEV001579,2024-08-21
A01580,normal_risk_cdd,0.9223060550887614,app,DEV001580,2022-11-15
A01581,normal_risk_cdd,0.9531065913848792,app,DEV001581,2022-07-16
A01582,normal_risk_cdd,0.927591815492433,app,DEV001582,2025-10-19
A01583,normal_risk_cdd,0.8279001291828804,branch,DEV001583,2022-02-07
A01584,normal_risk_cdd,0.9104657203350698,app,DEV001584,2023-03-04
A01585,higher_risk_edd,0.9562369117968031,app,DEV001585,2022-08-12
A01586,normal_risk_cdd,0.7511403217147239,branch,DEV001586,2023-12-31
A01587,normal_risk_cdd,0.9038183502798196,branch,DEV001587,2025-12-02
A01588,normal_risk_cdd,0.8616905312765558,app,DEV001588,2022-05-11
A01589,normal_risk_cdd,1.0,app,DEV001589,2023-08-21
A01590,normal_risk_cdd,0.9665816690622848,app,DEV001590,2025-10-09
A01591,lower_risk_sdd,0.706892012554762,app,DEV001591,2025-04-02
A01592,higher_risk_edd,0.9699336401030544,app,DEV001592,2025-02-03
A01593,normal_risk_cdd,0.8630977804046415,app,DEV001593,2024-05-29
A01594,normal_risk_cdd,0.7697048477093513,app,DEV001594,2024-02-21
A01595,normal_risk_cdd,0.7108810218240071,app,DEV001595,2024-03-13
A01596,normal_risk_cdd,0.7801952712734748,app,DEV001596,2022-06-05
A01597,normal_risk_cdd,0.8461826385463656,app,DEV001597,2022-02-15
A01598,normal_risk_cdd,0.6815568577432812,app,DEV001598,2023-03-11
A01599,normal_risk_cdd,0.80645425661818,app,DEV001599,2023-05-16
A01600,higher_risk_edd,0.930190957350046,app,DEV001600,2022-06-11
A01601,lower_risk_sdd,0.6327658757211634,app,DEV001601,2024-11-04
A01602,normal_risk_cdd,0.7970621121449484,branch,DEV001602,2023-09-04
A01603,normal_risk_cdd,0.822678894849488,branch,DEV001603,2023-05-03
A01604,normal_risk_cdd,0.987911506249909,app,DEV001604,2024-10-09
A01605,normal_risk_cdd,0.9029716225192482,app,DEV001605,2022-02-02
A01606,higher_risk_edd,0.905175937848148,app,DEV001606,2024-12-21
A01607,normal_risk_cdd,0.8445321769310429,partner_institution,DEV001607,2025-09-07
A01608,normal_risk_cdd,0.8477349331478187,app,DEV001608,2024-08-14
A01609,normal_risk_cdd,0.7885635653007879,app,DEV001609,2022-08-21
A01610,normal_risk_cdd,0.7884695825804916,app,DEV001610,2024-05-31
A01611,normal_risk_cdd,0.930841921626137,app,DEV001611,2025-01-18
A01612,normal_risk_cdd,0.8164172497986547,app,DEV001612,2022-05-30
A01613,normal_risk_cdd,0.7624242890375302,app,DEV001613,2025-04-21
A01614,normal_risk_cdd,0.8465487724744446,app,DEV001614,2025-04-13
A01615,normal_risk_cdd,0.8594407802503299,app,DEV001615,2022-04-21
A01616,lower_risk_sdd,0.4921836620644932,app,DEV001616,2024-08-17
A01617,normal_risk_cdd,0.8467402913746246,app,DEV001617,2025-11-30
A01618,higher_risk_edd,1.0,branch,DEV001618,2024-03-05
A01619,lower_risk_sdd,0.6860983508417466,app,DEV001619,2022-12-09
A01620,normal_risk_cdd,1.0,partner_institution,DEV001620,2022-11-16
A01621,normal_risk_cdd,0.9500887585849744,app,DEV001621,2025-07-27
A01622,normal_risk_cdd,0.9659147219800682,branch,DEV001622,2024-10-15
A01623,lower_risk_sdd,0.8740068748731462,branch,DEV001623,2023-06-08
A01624,normal_risk_cdd,0.9106525009419678,branch,DEV001624,2023-04-07
A01625,normal_risk_cdd,0.8630456166346161,branch,DEV001625,2023-06-04
A01626,normal_risk_cdd,0.9278992234745064,app,DEV001626,2024-07-24
A01627,normal_risk_cdd,0.8052610853284005,app,DEV001627,2022-06-13
A01628,normal_risk_cdd,0.8586149055595975,app,DEV001628,2025-08-10
A01629,normal_risk_cdd,0.7981817885537349,app,DEV001629,2022-08-11
A01630,normal_risk_cdd,0.8818387646050305,partner_institution,DEV001630,2022-02-20
A01631,normal_risk_cdd,0.7978472729584144,app,DEV001631,2023-03-01
A01632,normal_risk_cdd,0.7950457200110626,app,DEV001632,2024-03-11
A01633,normal_risk_cdd,0.8830778634484403,branch,DEV001633,2024-05-22
A01634,higher_risk_edd,0.9389830847375544,app,DEV001634,2024-03-02
A01635,normal_risk_cdd,0.6957983091426602,app,DEV001635,2025-04-02
A01636,normal_risk_cdd,0.7335554462950328,app,DEV001636,2025-01-10
A01637,higher_risk_edd,0.8582186806830829,app,DEV001637,2023-05-13
A01638,normal_risk_cdd,0.779362247510882,branch,DEV001638,2023-09-16
A01639,normal_risk_cdd,0.8831538663582911,app,DEV001639,2023-12-03
A01640,normal_risk_cdd,0.8675151077657308,app,DEV001640,2024-01-05
A01641,lower_risk_sdd,0.7352223497359359,app,DEV001641,2025-08-10
A01642,normal_risk_cdd,0.9102241458353416,app,DEV001642,2022-06-06
A01643,normal_risk_cdd,0.9357522364946126,app,DEV001643,2022-01-28
A01644,normal_risk_cdd,0.8986716953167299,partner_institution,DEV001644,2024-12-07
A01645,normal_risk_cdd,0.8667743447273192,app,DEV001645,2024-08-27
A01646,normal_risk_cdd,0.9379481393830124,app,DEV001646,2023-05-21
A01647,normal_risk_cdd,0.923553023339208,app,DEV001647,2025-11-29
A01648,higher_risk_edd,0.9800876294043191,app,DEV001648,2025-07-05
A01649,normal_risk_cdd,0.9516857496688114,app,DEV001649,2022-04-17
A01650,normal_risk_cdd,0.6623369405997283,app,DEV001650,2025-03-24
A01651,normal_risk_cdd,0.826762946068764,app,DEV001651,2023-08-07
A01652,normal_risk_cdd,0.8255367627478615,branch,DEV001652,2022-05-15
A01653,lower_risk_sdd,0.7422146301985256,app,DEV001653,2022-12-21
A01654,higher_risk_edd,1.0,app,DEV001654,2024-10-29
A01655,normal_risk_cdd,0.733985650383179,app,DEV001655,2025-04-22
A01656,normal_risk_cdd,0.962893373931942,app,DEV001656,2023-01-12
A01657,normal_risk_cdd,0.7562843851178984,app,DEV001657,2024-04-17
A01658,normal_risk_cdd,0.7587027803551342,app,DEV001658,2022-01-10
A01659,lower_risk_sdd,0.6312571438138108,app,DEV001659,2023-04-29
A01660,normal_risk_cdd,0.8245434822293932,app,DEV001660,2025-11-16
A01661,normal_risk_cdd,0.7253266176226498,app,DEV001661,2024-11-29
A01662,normal_risk_cdd,0.9019902378794054,app,DEV001662,2022-12-04
A01663,normal_risk_cdd,0.9043521939781282,app,DEV001663,2023-02-05
A01664,higher_risk_edd,1.0,app,DEV001664,2022-12-08
A01665,normal_risk_cdd,0.8153235736177707,app,DEV001665,2024-12-24
A01666,normal_risk_cdd,0.8468333828022041,app,DEV001666,2024-12-01
A01667,normal_risk_cdd,0.8475658268077886,branch,DEV001667,2025-01-29
A01668,lower_risk_sdd,0.7850396353174772,app,DEV001668,2023-02-14
A01669,normal_risk_cdd,0.6232604173893426,app,DEV001669,2025-11-15
A01670,normal_risk_cdd,0.7734444520808718,app,DEV001670,2022-08-24
A01671,normal_risk_cdd,0.8504432674233438,app,DEV001671,2024-10-14
A01672,normal_risk_cdd,0.7631543812067597,app,DEV001672,2023-12-16
A01673,lower_risk_sdd,0.6293343714183106,app,DEV001673,2024-12-05
A01674,normal_risk_cdd,0.8399139570904073,app,DEV001674,2024-03-17
A01675,higher_risk_edd,0.8973851112966025,app,DEV001675,2022-11-05
A01676,normal_risk_cdd,0.8551575140882137,app,DEV001676,2025-02-14
A01677,normal_risk_cdd,0.9002519422206251,app,DEV001677,2023-08-18
A01678,normal_risk_cdd,0.8310986843975198,app,DEV001678,2025-09-09
A01679,normal_risk_cdd,0.8137444212825011,app,DEV001679,2025-03-16
A01680,normal_risk_cdd,0.8367388066676902,app,DEV001680,2023-03-02
A01681,normal_risk_cdd,0.8494050922683528,app,DEV001681,2023-08-20
A01682,normal_risk_cdd,0.7107744347732462,app,DEV001682,2023-06-18
A01683,normal_risk_cdd,0.8869243134369023,app,DEV001683,2025-01-05
A01684,lower_risk_sdd,0.6139199016442565,app,MULE_DEV_0,2025-02-02
A01685,normal_risk_cdd,0.950922805984884,app,DEV001685,2024-03-17
A01686,normal_risk_cdd,0.897284278051398,app,DEV001686,2025-05-27
A01687,normal_risk_cdd,0.9436053123375724,app,DEV001687,2022-05-07
A01688,normal_risk_cdd,0.7691196965028073,app,DEV001688,2024-11-04
A01689,normal_risk_cdd,0.8202890687050058,app,DEV001689,2023-01-10
A01690,normal_risk_cdd,0.7506033210034072,app,DEV001690,2025-04-16
A01691,higher_risk_edd,0.8935847032856539,app,DEV001691,2023-04-20
A01692,normal_risk_cdd,0.9501684339606872,app,DEV001692,2025-02-06
A01693,normal_risk_cdd,0.9689992462337996,app,DEV001693,2024-10-15
A01694,normal_risk_cdd,0.7581493364156432,app,DEV001694,2024-04-06
A01695,normal_risk_cdd,0.8133377865346173,app,DEV001695,2025-06-02
A01696,normal_risk_cdd,0.8439043462380841,app,DEV001696,2025-06-02
A01697,normal_risk_cdd,0.8968484513447825,branch,DEV001697,2022-11-22
